First Key Code	Second Key Code		Fly Time		First Key Dwell Time		Second Key Dwel Time
290		260			12				10				7
330		90			29				8				8
240		20			17				7				8
50		440			30				8				9
180		791			31				8				9
791		320			22				9				6
400		720			79				7				1
801		560			18				9				7
160		170			90				11				9
291		160			25				10				11
60		821			34				8				10
811		160			86				9				11
60		350			28				8				7
130		320			19				8				6
630		310			15				9				7
330		70			28				8				8
400		310			13				7				7
721		270			9				2				7
230		220			10				7				7
801		60			42				9				8
290		100			28				10				8
370		450			13				7				16
530		330			12				7				8
200		340			11				7				7
370		510			60				7				8
410		771			33				7				11
870		40			38				9				8
520		420			13				7				7
690		320			4				6				6
140		240			95				8				7
200		120			16				7				8
420		310			12				7				7
70		170			21				8				9
720		210			14				1				7
200		120			16				7				8
350		440			14				7				9
600		260			15				7				7
130		360			18				8				7
120		530			20				8				7
60		30			63				8				8
330		350			90				8				7
360		290			65				7				10
791		50			64				9				8
350		350			15				7				7
731		350			12				9				7
520		510			17				7				8
720		430			23				1				7
170		80			15				9				8
100		310			23				8				7
580		60			20				7				8
430		230			91				7				7
210		751			25				7				14
160		450			17				11				16
430		530			13				7				7
721		430			23				2				7
220		751			25				7				14
300		80			27				15				8
791		530			20				9				7
300		540			9				15				7
791		720			14				9				1
360		140			81				7				8
200		70			14				7				8
230		731			84				7				9
300		120			29				15				8
600		190			15				7				8
310		30			22				7				8
520		480			17				7				9
30		350			81				8				7
731		80			48				9				8
530		721			15				7				2
30		270			74				8				7
210		370			12				7				7
570		520			12				7				7
751		821			21				14				10
450		30			25				16				8
310		520			10				7				7
50		400			31				8				7
440		440			11				9				9
540		130			25				7				8
290		120			29				10				8
300		570			10				15				7
440		220			11				9				7
560		410			13				7				7
580		420			12				7				7
30		50			15				8				8
240		320			11				7				6
80		260			20				8				7
310		340			72				7				7
200		20			18				7				8
230		50			15				7				8
60		80			15				8				8
711		530			28				5				7
160		731			25				11				9
291		620			8				10				8
370		360			14				7				7
350		20			24				7				8
180		340			13				8				7
320		370			69				6				7
751		620			16				14				8
791		290			88				9				10
30		170			65				8				9
210		330			11				7				8
190		150			15				8				9
771		370			20				11				7
210		290			13				7				10
520		680			6				7				6
240		100			21				7				8
731		340			12				9				7
410		80			26				7				8
330		350			15				8				7
150		90			16				9				8
570		150			85				7				9
540		50			86				7				8
220		80			16				7				8
210		751			25				7				14
130		801			32				8				9
690		430			21				7				7
190		791			98				8				9
771		660			12				11				7
731		70			49				9				8
170		150			12				9				9
430		20			26				7				8
300		50			24				15				8
570		40			19				7				8
40		340			29				8				7
270		240			67				7				7
520		570			11				7				7
210		570			10				7				7
300		110			29				15				8
50		350			29				8				7
150		770			27				9				12
90		570			20				8				7
30		200			17				8				7
160		751			26				11				14
791		360			79				9				7
130		360			65				8				7
50		770			28				8				12
190		360			12				8				7
220		240			13				7				7
160		821			37				11				10
770		90			46				12				8
870		70			36				9				8
721		70			47				2				8
270		390			13				7				7
210		260			81				7				7
200		540			13				7				7
240		771			61				7				11
720		390			66				1				7
510		310			12				8				7
210		210			11				7				7
260		80			22				7				8
170		690			23				9				7
270		30			18				7				8
70		160			23				8				11
340		270			11				7				7
811		190			22				9				8
310		720			25				7				1
570		480			13				7				9
530		811			32				7				9
440		260			12				9				7
220		400			13				7				7
40		320			26				8				6
110		210			74				8				7
580		530			11				7				7
510		160			19				8				11
30		450			64				8				16
40		160			72				8				11
20		270			90				8				7
350		751			34				7				14
530		70			24				7				8
260		30			17				7				8
721		721			18				2				2
20		240			16				8				7
360		300			86				7				15
350		310			14				7				7
520		291			11				7				10
220		190			81				7				8
140		771			27				8				11
801		450			90				9				16
540		300			11				7				15
791		350			89				9				7
530		240			10				7				7
110		320			22				8				6
480		160			20				9				11
340		190			12				7				8
470		811			28				13				9
20		440			70				8				9
480		70			25				9				8
711		370			12				5				7
620		370			79				8				7
400		70			27				7				8
40		770			29				8				12
70		220			94				8				7
240		390			12				7				7
570		40			19				7				8
310		731			27				7				9
80		340			68				8				7
50		440			67				8				9
340		811			42				7				9
460		120			26				17				8
300		80			27				15				8
690		320			4				7				6
811		30			42				9				8
130		350			18				8				7
110		200			13				8				7
570		130			78				7				8
190		100			14				8				8
751		721			72				14				2
350		390			14				7				7
200		720			23				7				1
90		40			20				8				8
30		110			64				8				8
791		460			28				9				17
130		330			19				8				8
220		230			12				7				7
40		210			15				8				7
370		210			10				7				7
811		200			97				9				7
811		190			22				9				8
770		751			22				12				14
270		120			28				7				8
80		100			15				8				8
520		140			24				7				8
690		390			17				5				7
140		370			17				8				7
660		370			16				7				7
50		450			30				8				16
580		190			15				7				8
770		30			65				12				8
580		160			21				7				11
410		310			12				7				7
821		440			27				10				9
720		811			21				1				9
360		200			10				7				7
150		210			15				9				7
430		510			13				7				8
290		290			14				10				10
291		270			13				10				7
580		200			14				7				7
320		270			12				6				7
210		70			66				7				8
190		180			11				8				8
340		350			15				7				7
100		170			16				8				9
580		690			81				7				5
470		340			11				13				7
90		360			24				8				7
240		370			11				7				7
230		330			11				7				8
530		811			72				7				9
350		430			14				7				7
50		80			14				8				8
390		771			36				7				11
690		580			25				5				7
180		330			13				8				8
80		430			80				8				7
360		30			26				7				8
70		420			65				8				7
20		771			29				8				11
430		90			26				7				8
711		400			19				5				7
100		320			23				8				6
370		731			31				7				9
340		260			60				7				7
80		30			19				8				8
210		40			15				7				8
370		430			13				7				7
20		40			15				8				8
720		821			68				1				10
190		70			14				8				8
291		720			24				10				1
770		140			36				12				8
210		100			84				7				8
350		350			15				7				7
690		150			32				5				9
20		210			17				8				7
510		280			93				8				6
510		731			17				8				9
270		270			13				7				7
711		520			28				6				7
240		690			19				7				6
160		720			24				11				1
751		731			19				14				9
340		30			24				7				8
450		350			94				16				7
90		130			91				8				8
190		150			71				8				9
751		360			17				14				7
771		821			23				11				10
130		330			19				8				8
640		370			17				9				7
291		771			31				10				11
120		230			18				8				7
370		721			29				7				2
360		520			11				7				7
220		290			12				7				10
310		510			11				7				8
721		350			81				2				7
290		350			14				10				7
190		520			16				8				7
220		70			15				7				8
570		450			66				7				16
580		791			32				7				9
811		711			13				9				7
190		300			14				8				15
70		200			13				8				7
120		731			71				8				9
170		350			84				9				7
370		520			62				7				7
330		270			12				8				7
30		430			34				8				7
711		801			22				5				9
561		430			13				7				7
530		80			24				7				8
300		320			15				15				6
340		200			11				7				7
300		660			12				15				7
290		670			14				10				4
801		240			22				9				7
290		40			21				10				8
90		110			14				8				8
520		40			22				7				8
360		90			28				7				8
90		711			27				8				6
140		530			19				8				7
300		20			19				15				8
430		190			71				7				8
821		791			19				10				9
580		20			15				7				8
220		100			18				7				8
40		20			17				8				8
130		390			19				8				7
30		340			29				8				7
220		520			13				7				7
711		480			24				6				9
340		170			18				7				9
310		720			25				7				1
290		230			9				10				7
230		100			19				7				8
720		60			67				1				8
360		360			14				7				7
291		130			82				10				8
90		360			62				8				7
230		770			86				7				12
440		410			10				9				7
160		30			20				11				8
530		110			25				7				8
791		70			44				9				8
320		100			29				6				8
570		100			65				7				8
580		410			13				7				7
20		40			15				8				8
80		400			82				8				7
420		470			13				7				13
420		230			11				7				7
480		400			11				9				7
270		480			12				7				9
180		330			62				8				8
60		770			28				8				12
340		580			12				7				7
90		360			24				8				7
340		510			11				7				8
731		140			38				9				8
370		170			90				7				9
801		160			26				9				11
791		100			41				9				8
720		160			98				1				11
340		140			27				7				8
160		340			15				11				7
791		880			16				9				9
260		40			18				7				8
291		160			25				10				11
720		90			46				1				8
580		160			21				7				11
770		190			93				12				8
310		580			11				7				7
530		190			11				7				8
70		410			27				8				7
731		520			23				9				7
40		270			18				8				7
370		811			41				7				9
530		320			12				7				6
440		120			26				9				8
520		120			25				7				8
100		300			91				8				15
70		470			27				8				13
420		170			16				7				9
560		721			18				7				2
580		70			21				7				8
300		801			37				15				9
330		190			12				8				8
580		70			21				7				8
130		771			27				8				11
130		260			21				8				7
150		190			12				9				8
110		260			21				8				7
30		340			84				8				7
310		240			9				7				7
170		350			14				9				7
100		340			23				8				7
450		190			11				16				8
50		220			14				8				7
130		190			12				8				8
721		120			43				2				8
711		450			22				5				16
320		160			24				6				11
290		300			14				10				15
210		220			12				7				7
711		720			18				7				1
791		291			22				9				10
