First Key Code	Second Key Code		Fly Time		First Key Dwell Time		Second Key Dwel Time
80		870			93				8				9
180		320			13				8				6
50		360			30				8				7
350		120			28				7				8
200		80			14				7				8
150		170			12				9				9
870		100			34				9				8
220		60			15				7				8
870		340			22				9				7
240		240			70				7				7
230		320			11				7				6
340		370			14				7				7
320		230			9				6				7
610		360			17				8				7
370		230			10				7				7
870		40			38				9				8
50		280			21				8				6
350		880			38				7				9
470		70			25				13				8
310		870			46				7				9
90		190			13				8				8
300		100			65				15				8
310		911			79				7				10
170		30			19				9				8
160		310			16				11				7
310		60			26				7				8
110		210			14				8				7
300		470			14				15				13
480		220			11				9				7
460		340			11				17				7
330		720			27				8				1
180		80			80				8				8
240		200			61				7				7
300		530			9				15				7
70		650			29				8				9
60		320			26				8				6
510		880			10				8				9
350		40			26				7				8
350		630			12				7				9
220		690			20				7				7
300		360			14				15				7
880		650			96				9				9
300		200			10				15				7
310		340			15				7				7
200		340			11				7				7
360		200			10				7				7
170		200			12				9				7
60		210			14				8				7
280		640			8				6				9
310		340			15				7				7
170		310			15				9				7
660		300			63				7				15
30		440			34				8				9
330		330			15				8				8
180		310			14				8				7
130		20			88				8				8
80		300			24				8				15
200		230			14				7				7
470		180			13				13				8
230		210			9				7				7
450		340			11				16				7
360		530			10				7				7
300		220			8				15				7
330		190			12				8				8
310		300			90				7				15
580		470			12				7				13
180		310			14				8				7
450		670			12				16				4
630		291			14				9				10
210		70			64				7				8
600		360			17				7				7
721		220			13				2				7
280		330			14				6				8
450		110			26				16				8
370		310			14				7				7
350		300			99				7				15
610		450			11				8				16
580		580			8				7				7
40		400			32				8				7
330		300			15				8				15
450		320			11				16				6
130		470			75				8				13
370		100			69				7				8
310		911			37				7				10
90		20			20				8				8
40		70			14				8				8
280		610			87				6				8
610		240			16				8				7
220		340			69				7				7
80		110			69				8				8
440		320			12				9				6
630		320			15				9				6
310		670			75				7				4
200		210			12				7				7
130		280			21				8				6
620		370			17				8				7
460		340			67				17				7
610		610			67				8				8
110		310			22				8				7
600		210			93				7				7
561		160			20				7				11
660		220			64				7				7
170		220			16				9				7
630		670			12				9				4
210		370			12				7				7
630		330			15				9				8
160		480			18				11				9
561		410			13				7				7
320		30			23				6				8
200		870			51				7				9
310		240			91				7				7
620		430			12				8				7
220		230			89				7				7
160		210			15				11				7
630		210			13				9				7
310		50			25				7				8
300		360			14				15				7
160		360			88				11				7
870		870			15				9				9
