First Key Code	Second Key Code		Fly Time		First Key Dwell Time		Second Key Dwel Time
30		260			17				8				7
80		620			25				8				8
170		570			13				9				7
370		170			17				7				9
911		801			15				10				9
640		90			28				9				8
270		570			8				7				7
30		100			14				8				8
80		40			20				8				8
580		600			7				7				7
370		350			14				7				7
660		230			11				7				7
300		470			85				15				13
680		751			22				6				14
410		370			12				7				7
310		630			10				7				9
330		20			22				8				8
210		771			28				7				11
911		870			14				10				9
40		520			27				8				7
340		90			70				7				8
80		680			29				8				5
90		291			74				8				10
40		80			13				8				8
70		180			18				8				8
680		70			37				7				8
260		791			32				7				9
70		170			60				8				9
350		80			70				7				8
80		911			62				8				10
320		20			21				6				8
791		870			73				9				9
680		150			30				6				9
170		260			18				9				7
450		480			14				16				9
650		330			12				9				8
90		600			21				8				7
731		120			44				9				8
160		540			17				11				7
300		670			14				15				4
640		180			14				9				8
620		60			22				8				8
300		660			12				15				7
310		291			14				7				10
20		751			29				8				14
791		520			21				9				7
330		40			92				8				8
80		280			65				8				6
330		690			21				8				5
640		140			92				9				8
30		150			28				8				9
340		360			15				7				7
80		370			26				8				7
430		670			14				7				4
620		310			15				8				7
320		310			15				6				7
640		90			84				9				8
430		570			12				7				7
310		430			16				7				7
280		470			13				6				13
680		580			25				7				7
280		640			8				6				9
430		690			16				7				6
440		370			11				9				7
230		20			17				7				8
650		160			21				9				11
40		70			14				8				8
330		200			79				8				7
120		240			74				8				7
310		560			11				7				7
160		70			71				11				8
880		70			36				9				8
560		130			70				7				8
731		540			23				9				7
670		160			88				4				11
480		220			11				9				7
560		170			16				7				9
330		770			98				8				12
220		260			13				7				7
40		300			63				8				15
240		560			9				7				7
90		50			20				8				8
210		350			96				7				7
510		210			10				8				7
620		80			23				8				8
670		170			20				4				9
230		720			23				7				1
821		40			40				10				8
660		150			27				7				9
60		811			32				8				9
721		40			47				2				8
120		160			72				8				11
911		330			21				10				8
190		610			10				8				8
290		470			14				10				13
561		60			23				7				8
370		771			37				7				11
350		280			12				7				6
430		220			11				7				7
130		230			18				8				7
731		610			20				9				8
911		620			74				10				8
620		721			18				8				2
350		150			25				7				9
450		690			13				16				5
821		650			13				10				9
230		420			61				7				7
680		140			34				5				8
130		100			15				8				8
70		150			22				8				9
771		520			71				11				7
600		630			9				7				9
600		630			74				7				9
670		540			27				4				7
560		440			13				7				9
771		90			45				11				8
291		911			41				10				10
270		370			97				7				7
80		670			29				8				4
410		230			11				7				7
390		291			12				7				10
70		570			22				8				7
670		320			85				4				6
610		200			15				8				7
630		530			19				9				7
160		360			15				11				7
801		770			69				9				12
580		120			95				7				8
120		90			17				8				8
610		90			75				8				8
350		870			40				7				9
60		150			76				8				9
230		270			12				7				7
350		130			27				7				8
731		360			13				9				7
300		650			11				15				9
731		870			6				9				9
310		370			15				7				7
270		90			25				7				8
140		630			17				8				9
230		880			51				7				9
600		650			9				7				9
120		561			88				8				7
821		220			23				10				7
160		100			14				11				8
690		640			16				6				9
751		90			48				14				8
370		170			99				7				9
751		320			15				14				6
50		90			93				8				8
711		530			28				6				7
350		230			9				7				7
650		200			13				9				7
791		480			25				9				9
150		120			12				9				8
90		580			20				8				7
60		30			18				8				8
